ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0051045	GO:0051045	negative regulation of membrane protein ectodomain proteolysis	2/254	7/28928	0.285714285714286	32.5399325084364	7.85466274638372	0.00156646649410419	0.0278370310511103	0.0220081267809437	16153/21858	2
GO:2000405	GO:2000405	negative regulation of T cell migration	2/254	7/28928	0.285714285714286	32.5399325084364	7.85466274638372	0.00156646649410419	0.0278370310511103	0.0220081267809437	17470/57781	2
GO:0006930	GO:0006930	substrate-dependent cell migration, cell extension	2/254	8/28928	0.25	28.4724409448819	7.3142114823638	0.00207653427093715	0.0320803392663645	0.0253629121745609	13043/18208	2
GO:0043379	GO:0043379	memory T cell differentiation	2/254	8/28928	0.25	28.4724409448819	7.3142114823638	0.00207653427093715	0.0320803392663645	0.0253629121745609	12053/22164	2
GO:0046959	GO:0046959	habituation	2/254	8/28928	0.25	28.4724409448819	7.3142114823638	0.00207653427093715	0.0320803392663645	0.0253629121745609	232975/320127	2
GO:0070235	GO:0070235	regulation of activation-induced cell death of T cells	2/254	8/28928	0.25	28.4724409448819	7.3142114823638	0.00207653427093715	0.0320803392663645	0.0253629121745609	22163/22164	2
GO:0072318	GO:0072318	clathrin coat disassembly	2/254	8/28928	0.25	28.4724409448819	7.3142114823638	0.00207653427093715	0.0320803392663645	0.0253629121745609	20408/72685	2
GO:0072319	GO:0072319	vesicle uncoating	2/254	9/28928	0.222222222222222	25.3088363954506	6.86464693673736	0.00265438935990167	0.0389267488168105	0.030775725383837	20408/72685	2
GO:0090715	GO:0090715	immunological memory formation process	2/254	9/28928	0.222222222222222	25.3088363954506	6.86464693673736	0.00265438935990167	0.0389267488168105	0.030775725383837	12053/22164	2
GO:0016559	GO:0016559	peroxisome fission	2/254	10/28928	0.2	22.7779527559055	6.48272113776515	0.00329881148081749	0.0425885020664514	0.0336707298694326	18631/89867	2
GO:0030070	GO:0030070	insulin processing	2/254	10/28928	0.2	22.7779527559055	6.48272113776515	0.00329881148081749	0.0425885020664514	0.0336707298694326	12876/18548	2
GO:0031547	GO:0031547	brain-derived neurotrophic factor receptor signaling pathway	2/254	10/28928	0.2	22.7779527559055	6.48272113776515	0.00329881148081749	0.0425885020664514	0.0336707298694326	21844/232975	2
GO:0045657	GO:0045657	positive regulation of monocyte differentiation	2/254	10/28928	0.2	22.7779527559055	6.48272113776515	0.00329881148081749	0.0425885020664514	0.0336707298694326	12504/12977	2
GO:0046834	GO:0046834	lipid phosphorylation	2/254	10/28928	0.2	22.7779527559055	6.48272113776515	0.00329881148081749	0.0425885020664514	0.0336707298694326	110197/320127	2
GO:0002676	GO:0002676	regulation of chronic inflammatory response	2/254	11/28928	0.181818181818182	20.7072297780959	6.15275640297601	0.00400859640978033	0.0488305232013967	0.0386057099057367	16153/20371	2
GO:0042501	GO:0042501	serine phosphorylation of STAT protein	2/254	11/28928	0.181818181818182	20.7072297780959	6.15275640297601	0.00400859640978033	0.0488305232013967	0.0386057099057367	12569/16878	2
GO:0034144	GO:0034144	negative regulation of toll-like receptor 4 signaling pathway	2/254	12/28928	0.166666666666667	18.9816272965879	5.8637429321971	0.00478255579310472	0.0547276554960961	0.0432680187183198	16365/69601	2
GO:1902513	GO:1902513	regulation of organelle transport along microtubule	2/254	12/28928	0.166666666666667	18.9816272965879	5.8637429321971	0.00478255579310472	0.0547276554960961	0.0432680187183198	15114/17756	2
GO:1905522	GO:1905522	negative regulation of macrophage migration	2/254	12/28928	0.166666666666667	18.9816272965879	5.8637429321971	0.00478255579310472	0.0547276554960961	0.0432680187183198	17470/57781	2
GO:2001204	GO:2001204	regulation of osteoclast development	2/254	12/28928	0.166666666666667	18.9816272965879	5.8637429321971	0.00478255579310472	0.0547276554960961	0.0432680187183198	21943/97086	2
GO:0002158	GO:0002158	osteoclast proliferation	2/254	13/28928	0.153846153846154	17.5215021199273	5.60769034392604	0.00561951696327578	0.0608478879786958	0.0481067119021798	12977/21943	2
GO:0014052	GO:0014052	regulation of gamma-aminobutyric acid secretion	2/254	13/28928	0.153846153846154	17.5215021199273	5.60769034392604	0.00561951696327578	0.0608478879786958	0.0481067119021798	18439/268860	2
GO:0032060	GO:0032060	bleb assembly	2/254	13/28928	0.153846153846154	17.5215021199273	5.60769034392604	0.00561951696327578	0.0608478879786958	0.0481067119021798	18439/65086	2
GO:0046958	GO:0046958	nonassociative learning	2/254	13/28928	0.153846153846154	17.5215021199273	5.60769034392604	0.00561951696327578	0.0608478879786958	0.0481067119021798	232975/320127	2
